Unnamed: 0,Wiki_ID,Movie_ID,title,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,Year,Net_revenue,rating,SuccessMetric,script_id,imdb_id,female_script,Bechdel_score,proportion_actress,incl_score
233,103021,/m/0p_sc,Midnight Express,35000000.0,121.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n1c"": ""Escape Film"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/0d1w9"": ""Prison"", ""/m/03k9fj"": ""Adventure""}",1978,32700000.0,7.55,0.7735230921179831,1155,tt0077928,0.05252100840336138,0,0.08333333333333333,0.04528478057889823
298,5549065,/m/0ds11z,Sweeney Todd: The Demon Barber of Fleet Street,152523164.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0fx2s"": ""Tragedy"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama""}",2007,102523164.0,7.15,0.8225953310024221,5083,tt0408236,0.35930735930735935,1,0.23076923076923078,0.3078033078033078
346,1033297,/m/0401sg,Resident Evil,102441078.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03p15s3"": ""Plague"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",2002,69441078.0,6.5,0.665815591961626,3204,tt0120804,0.39495798319327735,3,0.4,0.5983193277310924
555,30548208,/m/0g9wdmc,The Iron Lady,114943631.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama""}",2011,101943631.0,6.300000000000001,0.6568960147512208,2634,tt1007029,0.6439232409381663,3,0.6666666666666666,0.7701966358682776
562,1964091,/m/069dl1,Next,76066841.0,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",2007,6066841.0,6.050047507913037,0.4001190853760555,1190,tt0435705,0.44393241167434716,2,0.16666666666666666,0.42575524833589345
595,22358819,/m/05szq8z,Clash of the Titans,493214993.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03k9fj"": ""Adventure"", ""/m/0jdm8"": ""Remake"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",2010,368214993.0,5.699868152375286,0.6129064133713416,2019,tt0800320,0.35863095238095233,3,0.2962962962962963,0.5516424162257495
599,706803,/m/034f7w,G.I. Jane,97169156.0,125.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",1997,47169156.0,6.0,0.5253951707403643,937,tt0119173,0.5784832451499118,3,0.125,0.567827748383304
657,33096336,/m/0h66h0p,"Jeff, Who Lives at Home",4269426.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film""}",2011,-5730574.0,6.25,0.3241110424303957,7624,tt1588334,0.2629399585921325,3,0.30303030303030304,0.5219900872074785
677,24207129,/m/07l50_1,A Single Man,24964890.0,101.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",2009,17964890.0,7.4,0.7086326738397271,4963,tt1315981,0.18003913894324852,1,0.2857142857142857,0.2663622526636225
890,27383563,/m/0by1wkq,Looper,136513833.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",2012,106513833.0,7.0,0.800055939331541,2797,tt1276104,0.265079365079365,1,0.17647058823529413,0.25829442888266413
1053,1157158,/m/04c13q,Death to Smoochy,8382938.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0gf28"": ""Parody"", ""/m/0vgkd"": ""Black comedy"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy""}",2002,-46617062.0,6.099860959840568,0.2010509419364342,850,tt0266452,0.24620060790273557,2,0.2727272727272727,0.395198182432225
1349,504242,/m/02j9_2,Serenity,38869464.0,119.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/070yc"": ""Space opera"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/09zvmj"": ""Space western"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia""}",2005,-130536.0,7.6,0.60570866910425,3294,tt0379786,0.2934362934362934,3,0.375,0.5561454311454311
1431,9088886,/m/027x7z5,Queen of the Damned,45479110.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/03npn"": ""Horror"", ""/m/060__y"": ""Film adaptation"", ""/m/01hmnh"": ""Fantasy"", ""/m/04rlf"": ""Music""}",2002,10479110.0,5.4,0.3214070170526067,3162,tt0238546,0.33333333333333337,3,0.36363636363636365,0.5656565656565656
1520,103022,/m/0p_ss,An Unmarried Woman,24000000.0,124.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/05p553"": ""Comedy film""}",1978,21485000.0,6.65,0.5955055350412926,8219,tt0078444,0.7012987012987013,3,0.4666666666666667,0.7226551226551227
1606,26554437,/m/0bh6zg4,Hall Pass,83160734.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",2011,47160734.0,5.65,0.466493546817125,2465,tt0480687,0.287488908606921,2,0.47058823529411764,0.4749146035225684
1701,685987,/m/032xt8,Major League,49797148.0,107.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy""}",1989,38797148.0,6.95,0.7037604437811305,2824,tt0097815,0.18275418275418276,1,0.13333333333333333,0.21647361647361643
1930,30575,/m/07j6w,Twelve Monkeys,168839459.0,131.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/094ddt"": ""Doomsday film"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0hc1z"": ""Apocalyptic and post-apocalyptic fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/07s2s"": ""Time travel"", ""/m/026ny"": ""Dystopia"", ""/m/01xpvb7"": ""Airplanes and airports""}",1995,139339459.0,7.7,0.9114518002654736,5160,tt0114746,0.3295615275813296,1,0.1111111111111111,0.25800199067525803
2036,46505,/m/0ckt6,Airplane!,83453539.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/01hwc6"": ""Absurdism"", ""/m/01q03"": ""Cult"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/01drsx"": ""Disaster"", ""/m/02l7c8"": ""Romance Film"", ""/m/01xpvb7"": ""Airplanes and airports""}",1980,79953539.0,7.4,0.836336500794802,648,tt0080339,0.33783783783783783,3,0.2631578947368421,0.53366524419156
2239,161452,/m/015d7y,Bad Day at Black Rock,2000000.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02xh1"": ""Film noir""}",1955,729000.0,7.35,0.5935031323803328,1740,tt0047849,0.06453952139231323,0,0.125,0.06317984046410441
2282,6961461,/m/0gyy53,The Other Boleyn Girl,77713866.0,155.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/03g3w"": ""History"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/02l7c8"": ""Romance Film""}",2008,42713866.0,6.550000000000001,0.6357420104697348,1212,tt0467200,0.5336134453781513,3,0.45454545454545453,0.6627196333078685
2430,142457,/m/011yqc,L.A. Confidential,126216940.0,136.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",1997,91216940.0,7.949999999999999,0.8909023503091108,1080,tt0119488,0.1149553571428571,1,0.3125,0.2535962301587302
2600,6446044,/m/0g5pv3,For Your Eyes Only,195300000.0,127.0,"{""/m/0349s"": ""Greek Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",1981,167300000.0,6.5,0.7365310661712765,6100,tt0082398,0.20714285714285718,3,0.38095238095238093,0.5293650793650794
2666,28763446,/m/0ddg_bs,Colombiana,60965854.0,107.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",2011,20965854.0,6.450000000000001,0.5562145835297718,2041,tt1657507,0.2857142857142857,1,0.2222222222222222,0.2804232804232804
2753,999394,/m/03y0pn,Pirates of the Caribbean: Dead Man's Chest,,151.0,"{""/m/0349s"": ""Greek Language"", ""/m/02hwyss"": ""Turkish Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02qvnvs"": ""Swashbuckler films"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/02kdv5l"": ""Action""}",2006,,7.199951096899736,,8351,tt0383574,0.1428571428571429,2,0.15,0.31984126984126987
2774,226198,/m/01gzln,Sleepless in Seattle,227799884.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",1993,206799884.0,6.65,0.7789497946086803,3357,tt0108160,0.46871310507674147,2,0.5,0.5451265905811361
2811,944471,/m/03s44q,Newsies,2819485.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/04t36"": ""Musical"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02wtdkf"": ""Musical Drama""}",1992,-12180515.0,6.550000000000001,0.3549599805196516,1188,tt0104990,0.09475218658892126,1,0.14285714285714285,0.1903142209264658
2865,703687,/m/0344gc,Monster's Ball,44909486.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2001,40909486.0,6.8,0.6789269680596576,2944,tt0285742,0.26763110307414106,2,0.29411764705882354,0.4094718055998771
3069,27063955,/m/0bs8ndx,Super,324138.0,96.0,"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0219x_"": ""Indie"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",2010,-2175862.0,6.669638678596009,0.4412351290112739,7057,tt1512235,0.36363636363636365,1,0.25,0.3156565656565657
3358,1749093,/m/05sxr_,Tarzan,448191819.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/04xvh5"": ""Costume drama"", ""/m/0hcr"": ""Animation"", ""/m/07s9rl0"": ""Drama"", ""/m/095bb"": ""Animated cartoon"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film""}",1999,298191819.0,7.199999999999999,0.893947821493212,5528,tt0120855,0.4358353510895884,2,0.3,0.4675006725854183
3393,2045991,/m/06h9xs,Now and Then,37591674.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",1995,25591674.0,6.700087467953551,0.6260399334442596,4723,tt0114011,0.976890756302521,3,0.7647058823529411,0.9138655462184874
3570,532618,/m/02mc5v,Scary Movie 2,141220678.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/01jw2w"": ""Gross-out film"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/0bbc17"": ""Gross out"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3n5l"": ""Haunted House Film""}",2001,96220678.0,5.4,0.4979183869915973,4918,tt0257106,0.4365714285714286,3,0.3684210526315789,0.6016641604010026
3752,60164,/m/0gcpc,It's a Wonderful Life,3300000.0,132.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy""}",1946,120000.0,8.3,0.6431579403531797,2642,tt0038650,0.17494270435446901,3,0.4,0.5249809014514897
3800,10061978,/m/02q0k7v,Body of Lies,115097286.0,128.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",2008,45097286.0,6.75,0.678439562504901,6582,tt0758774,0.09278350515463918,2,0.23529411764705882,0.3315814298227882
3818,3920193,/m/0b6tzs,No Country for Old Men,171627166.0,123.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller""}",2007,146627166.0,7.949999999999999,0.9295878744355668,6150,tt0477348,0.1658163265306123,3,0.3333333333333333,0.49971655328798187
3830,1364770,/m/04wzkz,8mm,96618699.0,125.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02n4kr"": ""Mystery""}",1999,56618699.0,6.350140230280116,0.6188413161172263,1537,tt0134273,0.1765567765567766,1,0.3,0.26996336996336995
3840,541642,/m/02n72k,Octopussy,187500000.0,131.0,"{""/m/06b_j"": ""Russian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",1983,160000000.0,6.35,0.7016851802995769,6234,tt0086034,0.08791208791208793,2,0.2631578947368421,0.33924554977186555
3857,10328139,/m/02q8ms8,The Brothers Bloom,5530764.0,109.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/01wgr"": ""Czech Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0219x_"": ""Indie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",2008,-14469236.0,6.75,0.3832371221277518,1934,tt0844286,0.3886554621848739,3,0.23076923076923078,0.5398082309847015
4092,1232511,/m/04km9l,Sugar & Spice,16908947.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02kdv5l"": ""Action"", ""/m/02b5_l"": ""Teen""}",2001,5908947.0,5.7,0.3355378096862667,3463,tt0186589,0.7889822595704948,3,0.5833333333333334,0.7907718643012761
4094,2311219,/m/072x7s,Munich,130358911.0,164.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/064_8sq"": ""French Language"", ""/m/03hkp"": ""Hebrew Language"", ""/m/0349s"": ""Greek Language"", ""/m/06b_j"": ""Russian Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/01f9r0"": ""Docudrama"", ""/m/01z02hx"": ""Sports"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/02qfv5d"": ""Political thriller"", ""/m/0bkbm"": ""Spy"", ""/m/03mqtr"": ""Political drama"", ""/m/01xpvb7"": ""Airplanes and airports""}",2005,60358911.0,7.25,0.7900226551117977,9025,tt0408306,0.09956709956709953,1,0.3,0.24430014430014427
4123,76335,/m/0k45b,The Searchers,9800000.0,119.0,"{""/m/06nm1"": ""Spanish Language"", ""/m/02h40lc"": ""English Language"", ""/m/017yph"": ""Navajo Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/04cb4x"": ""Revisionist Western"", ""/m/0hfjk"": ""Western"", ""/m/0253g1"": ""Epic Western"", ""/m/07s9rl0"": ""Drama""}",1956,6050000.0,7.749938879664246,0.681319866621839,3289,tt0049730,0.18154761904761907,3,0.4444444444444444,0.5419973544973545
4128,561315,/m/02q52q,The Wizard of Oz,3017000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/08kh3l"": ""Star vehicle"", ""/m/01g6gs"": ""Black-and-white"", ""/m/04t36"": ""Musical"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/0hqxf"": ""Family Film""}",1939,240000.0,7.75,0.625355454449923,1483,tt0032138,0.45736434108527135,3,0.25,0.5691214470284237
4226,369682,/m/0209xj,Lost in Translation,119723856.0,104.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0219x_"": ""Indie"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2003,115723856.0,7.5,0.8785400596411057,2812,tt0335266,0.49523809523809526,3,0.3076923076923077,0.600976800976801
4302,2295405,/m/071nw5,Little Children,14821658.0,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama""}",2006,-11178342.0,7.2,0.4790040195679718,4539,tt0404203,0.5142857142857142,3,0.5882352941176471,0.7008403361344538
4453,4440277,/m/0c2jgd,Highlander,12885193.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06n90"": ""Science Fiction"", ""/m/01hmnh"": ""Fantasy"", ""/m/04pbhw"": ""Superhero movie""}",1986,-3114807.0,6.9,0.4766617584824123,2540,tt0091203,0.31610942249240126,2,0.3076923076923077,0.43015613228379185
4628,23652051,/m/047d21r,The Fighter,129190869.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/03bxz7"": ""Biographical film"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/01cgz"": ""Boxing""}",2010,104190869.0,7.5,0.8692499875390536,2289,tt0964517,0.3396501457725948,2,0.5263157894736842,0.5108775339709819
4660,1102282,/m/046488,Hotel Rwanda,33882243.0,122.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0hzlz"": ""South Africa"", ""/m/03rjj"": ""Italy"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/03g3w"": ""History"", ""/m/01f9r0"": ""Docudrama"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/03mqtr"": ""Political drama""}",2004,16382243.0,7.8,0.7399979078309031,1019,tt0395169,0.1785714285714286,2,0.1875,0.3442460317460318
4703,17365387,/m/043lfrj,A Perfect Getaway,22852638.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher""}",2009,8852638.0,6.35,0.4748410316584234,7251,tt0971209,0.23684210526315785,3,0.6,0.612280701754386
4842,15122117,/m/03hj5lq,The Wrestler,44703995.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/02hmvc"": ""Short Film"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",2008,38703995.0,7.6,0.7937286358263798,3746,tt1125849,0.326530612244898,1,0.2777777777777778,0.31254724111866966
4850,1129583,/m/048tv9,Blade: Trinity,128905366.0,105.0,"{""/m/02jcw"": ""Esperanto Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",2004,63905366.0,5.75,0.5076213370770144,3936,tt0359013,0.2716627634660421,3,0.25,0.5072209211553473
